geometry,motion,angular_noise_std_deg,delivery_schedule,mode,prefix_index,row_type,base_seed,seed_scheme,processing_time_s,independent_sequence_count,dependent_prefix_count_per_sequence,successful_sequence_count,successful_fraction,failure_reason_counts,position_rmse_m,position_median_m,position_p95_m,velocity_rmse_mps,velocity_median_mps,velocity_p95_mps,position_bias_e_m,position_bias_n_m,position_bias_u_m,velocity_bias_e_mps,velocity_bias_n_mps,velocity_bias_u_mps,mean_used_measurement_count,median_condition_number,median_runtime_s,maximum_constraint_residual_rad,maximum_scaled_kkt_residual
compact,oblique_slow,0.2,ordered,causal_prefix,3,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",4.5,4,5,4,1.0,{},0.3571330703603586,0.3705371878209121,0.4067008504800978,0.1261377594385733,0.11608420531338029,0.1663923943704309,-0.0320510660553861,0.021902660656449413,-0.05468869840109569,0.08083232234628457,0.025153396412053275,0.051465507484018846,16.0,1561.196991782403,0.08651700004702434,0.0,2.4158423606717305e-08
compact,oblique_slow,0.2,ordered,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},0.5461947538255795,0.4825642618481737,0.7492674198554757,0.1767853392482183,0.1862951285052002,0.2040277989023986,0.08171111461365577,0.09790261734309347,0.047327711424914654,0.00659056023255622,-0.02064117549940414,-0.011850100819392084,19.0,1081.3889812290245,0.08622224995633587,0.0,4.380440209052842e-08
compact,oblique_slow,0.2,reordered_dropout,offline_full_record,-1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",5.419610985826399,4,5,4,1.0,{},0.47297584425148015,0.35098111075037997,0.6858151389379921,0.18595958169404253,0.1651574444438534,0.25218542877300215,-0.07782205406887677,-0.11091167145688807,-0.10409549955104858,0.06632130229396482,0.05897487720221051,0.06653243585346985,17.0,1029.877599045937,0.08425850002095103,0.0,1.9622981402112183e-08
compact,oblique_slow,0.2,reordered_dropout,causal_prefix,0,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",1.5,4,5,4,1.0,{},5.330533632535663,2.9059118471369114,8.652784384563288,6.324241221428453,4.267978223207235,9.989526939945359,3.3114730066827605,2.0015763604441847,1.9152533948644077,-4.117179871571569,-2.40388377201811,-2.36917556102582,3.5,930614.2755782898,0.02632509998511523,0.0,1.274148545881843e-08
compact,oblique_slow,0.2,reordered_dropout,causal_prefix,1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",2.5,4,5,4,1.0,{},1.703902107723657,1.5073419062031537,2.272769979233864,1.294062900830538,1.1434670454320828,1.6866353655692277,-0.18894310841512407,-0.28221990499545413,-0.11709617809892947,0.15830161001565868,0.20999269587292319,0.052477441493947535,6.0,17802.792117371097,0.033113749988842756,0.0,6.463927251582502e-09
compact,oblique_slow,0.2,reordered_dropout,causal_prefix,2,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",3.5,4,5,4,1.0,{},1.4337886302125324,1.3174918036928096,1.9325776986739058,1.039236541004656,1.070181286059007,1.3376424888842495,-0.17140584448537233,-0.1873022573165013,-0.23792707006188252,0.1316809217788204,0.10720248439139946,0.17383960091864287,8.5,7570.713312875685,0.046177249983884394,0.0,2.52549188504332e-08
compact,oblique_slow,0.2,reordered_dropout,causal_prefix,3,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",4.5,4,5,4,1.0,{},0.7588759142471285,0.5329606646942333,1.1894142113157553,0.38277640508617866,0.23408376406979936,0.6037824456329708,-0.2490118535513517,-0.2189546641382556,-0.16535920583631736,0.19574598003498545,0.14093886855088555,0.11711370971005258,12.75,1531.225063537982,0.06034450000151992,0.0,6.416051916295391e-09
compact,oblique_slow,0.2,reordered_dropout,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},0.47297584425148015,0.35098111075037997,0.6858151389379921,0.18595958169404253,0.1651574444438534,0.25218542877300215,-0.07782205406887677,-0.11091167145688807,-0.10409549955104858,0.06632130229396482,0.05897487720221051,0.06653243585346985,17.0,1029.877599045937,0.0850453499588184,0.0,1.9622981402112183e-08
compact,oblique_fast,0.05,ordered,offline_full_record,-1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",5.019999999999999,4,5,4,1.0,{},0.10280094607674982,0.08651768024407402,0.14254591688666765,0.04076258102073312,0.04451528638024698,0.046826522076546334,0.0018427589542930889,0.04797801411049818,0.009769399757042052,-0.0019936338448309776,-0.0062173606804112325,0.0028232450576907153,19.0,783.9846888667295,0.09830030001467094,0.0,1.6313720214822967e-08
compact,oblique_fast,0.05,ordered,causal_prefix,0,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",1.5,4,5,4,1.0,{},1.0090359785943699,0.9697473656782967,1.3552297304974927,1.2998709232692247,1.194973002670141,1.796135094133056,0.05162065224531709,-0.11324833068617757,-0.043212687440298936,-0.04231101078822608,0.1904131719646509,0.08580298105610368,4.0,144864.3099021964,0.026091550011187792,0.0,1.4879608323510417e-07
compact,oblique_fast,0.05,ordered,causal_prefix,1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",2.5,4,5,4,1.0,{},0.17625241105656148,0.17503426134559652,0.22944083058302905,0.12568664381130362,0.1277114460549646,0.14940850236179032,0.06491517729882545,0.07561895903266524,0.07085974032577447,-0.04386407606932119,-0.011310544105943565,-0.03397094041325416,8.0,3418.6636220803384,0.04970585001865402,0.0,4.0798732532600627e-08
compact,oblique_fast,0.05,ordered,causal_prefix,2,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",3.5,4,5,4,1.0,{},0.16796502520751355,0.11961159101536255,0.26258937169845886,0.07678290864574064,0.06498588609990101,0.1116875631657879,0.036917791972133074,0.11080935890332455,0.05911491975529337,-0.020521465387071114,-0.04693657186992217,-0.028056300957291447,12.0,1916.3012160336243,0.06313964998116717,0.0,1.0376256805515646e-08
compact,oblique_fast,0.05,ordered,causal_prefix,3,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",4.5,4,5,4,1.0,{},0.10408272089547523,0.08394563710504624,0.15040034519099454,0.03999417060809374,0.040091671939123656,0.052853947804668594,0.0055653265144464115,0.052953753251097524,0.02167936711627405,-0.0034216124485069166,-0.008909987690860044,-0.003954395552887235,16.0,1158.11250781002,0.08934360003331676,0.0,5.759025759149147e-08
compact,oblique_fast,0.05,ordered,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},0.10280094607674982,0.08651768024407402,0.14254591688666765,0.04076258102073312,0.04451528638024698,0.046826522076546334,0.0018427589542930889,0.04797801411049818,0.009769399757042052,-0.0019936338448309776,-0.0062173606804112325,0.0028232450576907153,19.0,783.9846888667295,0.09944845002610236,0.0,1.6313720214822967e-08
compact,oblique_fast,0.05,reordered_dropout,offline_full_record,-1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",5.357605700958962,4,5,4,1.0,{},0.08432464596662276,0.07875246151508156,0.10157543676012215,0.04074823688792222,0.030942464343475917,0.061398893683733934,0.02698286170097397,0.06466465667152121,0.03323522148236613,-0.012837613722223473,-0.01250889978025893,-0.0043093199130790905,17.0,770.9239054972178,0.08728489995701239,0.0,1.3550913446345314e-08
compact,oblique_fast,0.05,reordered_dropout,causal_prefix,0,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",1.5,4,5,2,0.5,"{""insufficient_measurements"": 2}",1.1507270538193062,1.110589912262577,1.3817316968136344,1.5021410112262035,1.4583030265347676,1.7825278240593347,-0.7594876744718349,-0.6017001606083348,-0.5380375277942413,0.9961208360149278,0.7812536954395011,0.7191741491730026,2.25,646790.6951273842,0.006322450004518032,0.0,0.0
compact,oblique_fast,0.05,reordered_dropout,causal_prefix,1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",2.5,4,5,4,1.0,{},0.19672154053627625,0.17126579622340546,0.2724562981855766,0.20255070133723144,0.19518191270947355,0.26687852164991815,0.00071108724875657,0.02018457391046269,0.008647838136585762,0.018982102758748898,0.04081575262744952,0.02949171848676263,6.25,13789.806079333397,0.03587184997741133,0.0,5.543565404011012e-08
compact,oblique_fast,0.05,reordered_dropout,causal_prefix,2,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",3.5,4,5,4,1.0,{},0.13341587959185303,0.0670493378335044,0.2218430559226708,0.0860832846899876,0.04251622890277505,0.14225572527007702,0.037617732606634036,0.06896183530648337,0.056364295672644005,-0.017470723658622234,-0.007703054495854289,-0.017530646310816522,9.25,4692.785053369184,0.04093625000678003,0.0,1.4362105278296487e-08
compact,oblique_fast,0.05,reordered_dropout,causal_prefix,3,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",4.5,4,5,4,1.0,{},0.13303794056101784,0.10637144027198474,0.19019733390672225,0.07911333122321977,0.03139531728741306,0.13229144598961293,0.04193141659429145,0.09655135085438005,0.05421642294238005,-0.020154624603709426,-0.033537813825694096,-0.01726247041516471,13.25,1157.9261290067288,0.06169344997033477,0.0,3.925639858102283e-08
compact,oblique_fast,0.05,reordered_dropout,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},0.08432464596662276,0.07875246151508156,0.10157543676012215,0.04074823688792222,0.030942464343475917,0.061398893683733934,0.02698286170097397,0.06466465667152121,0.03323522148236613,-0.012837613722223473,-0.01250889978025893,-0.0043093199130790905,17.0,770.9239054972178,0.08128220000071451,0.0,1.3550913446345314e-08
compact,oblique_fast,0.2,ordered,offline_full_record,-1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",5.019999999999999,4,5,4,1.0,{},0.2663704790743455,0.2498448478218222,0.31818302225497597,0.12168243025359671,0.11866027950701702,0.15514644829673852,-0.08942070513147193,-0.0014906197928574727,-0.022594103604250293,0.035338478389545624,-0.035799593745129865,-0.012227847940416592,19.0,783.9980965781003,0.10260385001311079,0.0,1.8768304600919722e-07
compact,oblique_fast,0.2,ordered,causal_prefix,0,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",1.5,4,5,4,1.0,{},3.6965993715049548,3.633271572612564,4.979153624366114,4.435816987363414,4.292763798428263,6.043118658046216,0.3103490289011255,0.841180881822627,0.01712855481856934,-0.38710991161067954,-0.935700422974798,-0.04889416519017098,4.0,149691.87507438025,0.022804200008977205,0.0,3.053930435500779e-08
compact,oblique_fast,0.2,ordered,causal_prefix,1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",2.5,4,5,4,1.0,{},0.4403045036382868,0.488708980230131,0.5314506412645645,0.41073430940091404,0.35617525196085,0.5974727664133455,-0.07312357457871954,0.06375916357937861,-0.14046152114756794,0.03040859785378558,-0.07202575169904368,0.08843744211432297,8.0,3466.8863266580693,0.03531725000357255,0.0,6.825884516126776e-08
compact,oblique_fast,0.2,ordered,causal_prefix,2,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",3.5,4,5,4,1.0,{},0.22556089315149364,0.1996053218775365,0.30944507722548864,0.17017304564568747,0.17764842734913516,0.18933318112691586,-0.10122234924254059,0.005352178928049511,-0.08997593223339528,0.04585413305513075,-0.0349478952541995,0.031485885355062915,12.0,1925.6946267311864,0.07555354997748509,0.0,1.3744757925017037e-07
compact,oblique_fast,0.2,ordered,causal_prefix,3,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",4.5,4,5,4,1.0,{},0.25482124195209854,0.2640560663480883,0.2745310091340471,0.15347125592529726,0.15398174206622137,0.17757659652168759,-0.07880391358586891,0.034491264934510824,-0.03414271159705251,0.03022392373445193,-0.05766246763804106,-0.006174078785974368,16.0,1156.6658931462816,0.08333055005641654,0.0,2.0260911874696372e-07
compact,oblique_fast,0.2,ordered,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},0.2663704790743455,0.2498448478218222,0.31818302225497597,0.12168243025359671,0.11866027950701702,0.15514644829673852,-0.08942070513147193,-0.0014906197928574727,-0.022594103604250293,0.035338478389545624,-0.035799593745129865,-0.012227847940416592,19.0,783.9980965781003,0.104289949988015,0.0,1.8768304600919722e-07
compact,oblique_fast,0.2,reordered_dropout,offline_full_record,-1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",5.277350580201468,4,5,4,1.0,{},0.27037590504165276,0.21067287589248815,0.38819379214370053,0.08473856212824914,0.07105290851055104,0.11852474574276164,0.009389630654613512,0.13244731863061432,0.08710435743591383,0.00030335840378103995,-0.05586401787244699,-0.040003912584311074,17.0,764.8781563614289,0.08659775002161041,0.0,4.766955393272692e-10
compact,oblique_fast,0.2,reordered_dropout,causal_prefix,0,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",1.5,4,5,4,1.0,{},4.49886680419599,3.6472882832853797,6.674457417997223,5.306020528791645,3.9508184457303646,8.120263043505718,1.4655275269051735,1.6405240284736031,1.0930329060056652,-1.7266043395552813,-1.7732279540608566,-1.2753889169371488,3.0,625668.4052280022,0.01518725004279986,0.0,0.0
compact,oblique_fast,0.2,reordered_dropout,causal_prefix,1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",2.5,4,5,4,1.0,{},1.411763365821081,1.1882960715618056,2.102976530856461,1.3180202639262226,1.2215504438995994,1.874614166476581,0.3374058343849917,0.4943447576351172,0.3573689884831097,-0.3008114455181419,-0.40644194979837023,-0.3290638762793672,5.75,13996.050678637595,0.03285800002049655,0.0,6.2103916835724724e-09
compact,oblique_fast,0.2,reordered_dropout,causal_prefix,2,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",3.5,4,5,4,1.0,{},0.6164531400986227,0.4011109937862975,0.9311786561274109,0.5044949137312741,0.41694222451904017,0.70496647991729,-0.006570253460502329,0.19316269001144803,0.010843969507794426,0.012028622425882318,-0.12332141430294197,0.008264126579443143,8.5,4384.597337918693,0.0460887000663206,0.0,1.0093443069260253e-07
compact,oblique_fast,0.2,reordered_dropout,causal_prefix,3,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",4.5,4,5,4,1.0,{},0.25353634909191786,0.14788676016603464,0.39515069105827544,0.1698010459218977,0.1750744351222081,0.21241191794980588,0.027392888032414575,0.1173739675899359,0.07285040587716196,-0.012755507036703584,-0.037636321872514866,-0.02435147188074821,13.0,1147.7069798372422,0.07330794999143109,0.0,2.416865294314221e-09
compact,oblique_fast,0.2,reordered_dropout,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},0.27037590504165276,0.21067287589248815,0.38819379214370053,0.08473856212824914,0.07105290851055104,0.11852474574276164,0.009389630654613512,0.13244731863061432,0.08710435743591383,0.00030335840378103995,-0.05586401787244699,-0.040003912584311074,17.0,764.8781563614289,0.09151409997139126,0.0,4.766955393272692e-10
