event_id,station_id,frame_index,estimator_variant,processing_time_s,reception_center_timestamp_s,true_emission_time_s_evaluator_only,update_motion_phase_evaluator_only,update_applied,failure_reason,pre_update_nis,truth_used_by_tracker,configuration_index,sequence_index,sequence_seed,trajectory_kind,snr_db,source_recording_id,source_session_id,source_data_independent_between_splits,result_scope
s8-recorded-evaluation-0|S2|224|all_6_equal_gcc_wls,S2,224,all_6_equal_gcc_wls,2.9506458333333327,2.8999895833333333,2.6074975424976707,during_manoeuvre,True,,0.023040185765068808,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S0|256|all_6_equal_gcc_wls,S0,256,all_6_equal_gcc_wls,3.2619791666666664,3.2413229166666664,2.9181799061066336,during_manoeuvre,True,,1.034399314975832,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S1|256|all_6_equal_gcc_wls,S1,256,all_6_equal_gcc_wls,3.2769791666666666,3.2413229166666664,3.0630359722794576,during_manoeuvre,True,,0.8172393694109195,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S2|256|all_6_equal_gcc_wls,S2,256,all_6_equal_gcc_wls,3.2919791666666662,3.2413229166666664,2.9415888198042115,during_manoeuvre,True,,0.04570959531186843,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S0|128|equal_weight_srp_phat,S0,128,equal_weight_srp_phat,1.8966458333333334,1.8759895833333333,1.5718286534129875,before_manoeuvre,False,emission_outside_history,nan,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S1|128|equal_weight_srp_phat,S1,128,equal_weight_srp_phat,1.9116458333333333,1.8759895833333333,1.6862909191909923,before_manoeuvre,True,,2.966728480154262,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S2|128|equal_weight_srp_phat,S2,128,equal_weight_srp_phat,1.9266458333333334,1.8759895833333333,1.6051214785043264,before_manoeuvre,True,,1.87258446716916,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S0|160|equal_weight_srp_phat,S0,160,equal_weight_srp_phat,2.2379791666666664,2.217322916666667,1.9085865480885869,before_manoeuvre,True,,1.7346026795076557,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S1|160|equal_weight_srp_phat,S1,160,equal_weight_srp_phat,2.2529791666666665,2.217322916666667,2.0309032451507942,before_manoeuvre,True,,1.6013613399369204,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S2|160|equal_weight_srp_phat,S2,160,equal_weight_srp_phat,2.267979166666666,2.217322916666667,1.939265201282121,before_manoeuvre,True,,6.788657714834717,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S0|192|equal_weight_srp_phat,S0,192,equal_weight_srp_phat,2.5793125,2.5586562500000003,2.2452275665499624,before_manoeuvre,True,,0.16626097840189297,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S1|192|equal_weight_srp_phat,S1,192,equal_weight_srp_phat,2.5943125,2.5586562500000003,2.375240110555998,before_manoeuvre,True,,6.249327395511098,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S2|192|equal_weight_srp_phat,S2,192,equal_weight_srp_phat,2.6093124999999997,2.5586562500000003,2.2733900908577027,before_manoeuvre,True,,6.008645616669253,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S0|224|equal_weight_srp_phat,S0,224,equal_weight_srp_phat,2.920645833333333,2.8999895833333333,2.581756992410878,during_manoeuvre,True,,1.74322969170453,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S1|224|equal_weight_srp_phat,S1,224,equal_weight_srp_phat,2.935645833333333,2.8999895833333333,2.7192884884110597,during_manoeuvre,True,,2.0651376186232633,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S2|224|equal_weight_srp_phat,S2,224,equal_weight_srp_phat,2.9506458333333327,2.8999895833333333,2.6074975424976707,during_manoeuvre,True,,0.46390887062588376,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S0|256|equal_weight_srp_phat,S0,256,equal_weight_srp_phat,3.2619791666666664,3.2413229166666664,2.9181799061066336,during_manoeuvre,True,,3.6345447739171903,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S1|256|equal_weight_srp_phat,S1,256,equal_weight_srp_phat,3.2769791666666666,3.2413229166666664,3.0630359722794576,during_manoeuvre,False,pre_update_nis_gate,22.28917550576019,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-0|S2|256|equal_weight_srp_phat,S2,256,equal_weight_srp_phat,3.2919791666666662,3.2413229166666664,2.9415888198042115,during_manoeuvre,True,,2.9681178477036756,False,0,0,2404062123035186696,constant_velocity,-6.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S1|96|all_6_equal_gcc_wls,S1,96,all_6_equal_gcc_wls,1.5703125,1.53465625,1.3414165425260534,before_manoeuvre,False,emission_outside_history,nan,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S2|96|all_6_equal_gcc_wls,S2,96,all_6_equal_gcc_wls,1.5853125000000001,1.53465625,1.2709573784990582,before_manoeuvre,False,emission_outside_history,nan,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S0|128|all_6_equal_gcc_wls,S0,128,all_6_equal_gcc_wls,1.8966458333333334,1.8759895833333333,1.5718286534129875,before_manoeuvre,True,,0.00013976546499972782,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S1|128|all_6_equal_gcc_wls,S1,128,all_6_equal_gcc_wls,1.9116458333333333,1.8759895833333333,1.6862909191909923,before_manoeuvre,True,,0.008739369775041582,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S2|128|all_6_equal_gcc_wls,S2,128,all_6_equal_gcc_wls,1.9266458333333334,1.8759895833333333,1.6051214785043264,before_manoeuvre,True,,0.0003780823490439256,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S0|160|all_6_equal_gcc_wls,S0,160,all_6_equal_gcc_wls,2.2379791666666664,2.217322916666667,1.9085865480885869,before_manoeuvre,True,,0.004963978883510859,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S1|160|all_6_equal_gcc_wls,S1,160,all_6_equal_gcc_wls,2.2529791666666665,2.217322916666667,2.0309032451507942,before_manoeuvre,True,,0.0011409219041848908,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S2|160|all_6_equal_gcc_wls,S2,160,all_6_equal_gcc_wls,2.267979166666666,2.217322916666667,1.939265201282121,before_manoeuvre,True,,0.011942967422835767,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S0|192|all_6_equal_gcc_wls,S0,192,all_6_equal_gcc_wls,2.5793125,2.5586562500000003,2.2452275665499624,before_manoeuvre,True,,0.0041054201531409654,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S1|192|all_6_equal_gcc_wls,S1,192,all_6_equal_gcc_wls,2.5943125,2.5586562500000003,2.375240110555998,before_manoeuvre,True,,0.001873919347083976,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S2|192|all_6_equal_gcc_wls,S2,192,all_6_equal_gcc_wls,2.6093124999999997,2.5586562500000003,2.2733900908577027,before_manoeuvre,True,,0.0016053234977659607,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S0|224|all_6_equal_gcc_wls,S0,224,all_6_equal_gcc_wls,2.920645833333333,2.8999895833333333,2.581756992410878,during_manoeuvre,True,,0.0010964039250782195,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S1|224|all_6_equal_gcc_wls,S1,224,all_6_equal_gcc_wls,2.935645833333333,2.8999895833333333,2.7192884884110597,during_manoeuvre,True,,0.0011382343248762296,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S2|224|all_6_equal_gcc_wls,S2,224,all_6_equal_gcc_wls,2.9506458333333327,2.8999895833333333,2.6074975424976707,during_manoeuvre,True,,0.004169560398635599,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S0|256|all_6_equal_gcc_wls,S0,256,all_6_equal_gcc_wls,3.2619791666666664,3.2413229166666664,2.9181799061066336,during_manoeuvre,True,,0.004645563065977754,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S1|256|all_6_equal_gcc_wls,S1,256,all_6_equal_gcc_wls,3.2769791666666666,3.2413229166666664,3.0630359722794576,during_manoeuvre,True,,0.00034629185212152165,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S2|256|all_6_equal_gcc_wls,S2,256,all_6_equal_gcc_wls,3.2919791666666662,3.2413229166666664,2.9415888198042115,during_manoeuvre,True,,0.00505435158020701,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S1|96|equal_weight_srp_phat,S1,96,equal_weight_srp_phat,1.5703125,1.53465625,1.3414165425260534,before_manoeuvre,False,emission_outside_history,nan,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S2|96|equal_weight_srp_phat,S2,96,equal_weight_srp_phat,1.5853125000000001,1.53465625,1.2709573784990582,before_manoeuvre,False,emission_outside_history,nan,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S0|128|equal_weight_srp_phat,S0,128,equal_weight_srp_phat,1.8966458333333334,1.8759895833333333,1.5718286534129875,before_manoeuvre,True,,0.01893938404915837,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S1|128|equal_weight_srp_phat,S1,128,equal_weight_srp_phat,1.9116458333333333,1.8759895833333333,1.6862909191909923,before_manoeuvre,True,,0.050352972440355914,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S2|128|equal_weight_srp_phat,S2,128,equal_weight_srp_phat,1.9266458333333334,1.8759895833333333,1.6051214785043264,before_manoeuvre,True,,0.00669519713331071,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S0|160|equal_weight_srp_phat,S0,160,equal_weight_srp_phat,2.2379791666666664,2.217322916666667,1.9085865480885869,before_manoeuvre,True,,0.017443953868715167,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S1|160|equal_weight_srp_phat,S1,160,equal_weight_srp_phat,2.2529791666666665,2.217322916666667,2.0309032451507942,before_manoeuvre,True,,0.04735386418842196,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S2|160|equal_weight_srp_phat,S2,160,equal_weight_srp_phat,2.267979166666666,2.217322916666667,1.939265201282121,before_manoeuvre,True,,0.05444116713922436,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S0|192|equal_weight_srp_phat,S0,192,equal_weight_srp_phat,2.5793125,2.5586562500000003,2.2452275665499624,before_manoeuvre,True,,0.00525388455978205,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S1|192|equal_weight_srp_phat,S1,192,equal_weight_srp_phat,2.5943125,2.5586562500000003,2.375240110555998,before_manoeuvre,True,,0.01216014557547574,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S2|192|equal_weight_srp_phat,S2,192,equal_weight_srp_phat,2.6093124999999997,2.5586562500000003,2.2733900908577027,before_manoeuvre,True,,0.01828064841451871,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S0|224|equal_weight_srp_phat,S0,224,equal_weight_srp_phat,2.920645833333333,2.8999895833333333,2.581756992410878,during_manoeuvre,True,,0.003711093342391066,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S1|224|equal_weight_srp_phat,S1,224,equal_weight_srp_phat,2.935645833333333,2.8999895833333333,2.7192884884110597,during_manoeuvre,True,,0.013465703793965434,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S2|224|equal_weight_srp_phat,S2,224,equal_weight_srp_phat,2.9506458333333327,2.8999895833333333,2.6074975424976707,during_manoeuvre,True,,0.04022272064323463,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S0|256|equal_weight_srp_phat,S0,256,equal_weight_srp_phat,3.2619791666666664,3.2413229166666664,2.9181799061066336,during_manoeuvre,True,,0.015196149611512645,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S1|256|equal_weight_srp_phat,S1,256,equal_weight_srp_phat,3.2769791666666666,3.2413229166666664,3.0630359722794576,during_manoeuvre,True,,0.012838525342213173,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
s8-recorded-evaluation-1|S2|256|equal_weight_srp_phat,S2,256,equal_weight_srp_phat,3.2919791666666662,3.2413229166666664,2.9415888198042115,during_manoeuvre,True,,0.06041924664214345,False,1,0,1447613699111005141,constant_velocity,10.0,freesound-683298-sadiquecat-mavic-mini-2,freesound-683298-single-session,False,single_session_integration_demonstration
