configuration,physical_configuration,scenario,split,station_count,contributing_station_ids_json,station_geometry,orientation_mode,baseline_m,target_coordinates_world_m_json,target_x_m,target_y_m,target_z_m,target_range_over_baseline,target_horizontal_range_over_baseline,target_altitude_over_baseline,minimum_ray_intersection_angle_deg,maximum_ray_intersection_angle_deg,true_angular_bias_and_covariance_json,calibrated_bearing_statistics_json,bearing_covariance_source_split,evaluation_residual_used_to_fit_bearing_covariance,pose_mismatch_kind,position_pose_mismatch_max_m,orientation_pose_mismatch_max_deg,bearing_covariance_mismatch,erroneous_bearing_station_id,erroneous_bearing_offset_az_el_deg_json,independent_realization_count,dependent_residual_component_count,residual_components_are_independent_trials,base_seed,split_bearing_noise_seed,calibration_bearing_noise_seed,evaluation_bearing_noise_seed,calibration_evaluation_seed_overlap_count,seed_scope,position_bias_centering_source_split,evaluation_mean_used_for_position_error_centering,local_gaussian_covariance_benchmark,exact_position_crlb_claimed,truth_used_online,dynamic_tracking_implemented,retarded_time_fusion_implemented,mean_runtime_per_estimate_s,coverage,failure_fraction,position_rmse_m,position_error_p50_m,position_error_p95_m,position_error_p99_m,horizontal_rmse_m,horizontal_error_p95_m,vertical_rmse_m,vertical_error_p95_m,bias_x_m,bias_y_m,bias_z_m,empirical_position_covariance_m2_json,mean_predicted_position_covariance_m2_json,predicted_empirical_covariance_relative_frobenius,predicted_empirical_covariance_trace_ratio,normalized_position_error_p50,normalized_position_error_p95,position_ellipsoid_p95_coverage,information_rank_min,information_condition_median,information_condition_max,information_eigenvalue_median_json
equilateral_scale_large__orientation_calibration_mismatch,equilateral_scale_large,orientation_calibration_mismatch,calibration,3,"[""station_0"", ""station_1"", ""station_2""]",equilateral,aligned,50.0,"[122.87280664334877,86.03646545265691,50.0]",122.87280664334877,86.03646545265691,50.0,3.1622776601683795,3.0,1.0,9.932267300320595,19.550231351684154,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0014275628949862176,-9.032333159669517e-05],""R_cal_rad2"":[[4.162669925948351e-05,-1.1230694238441336e-05],[-1.1230694238441336e-05,7.037030550322027e-05]],""R_rank"":2,""R_condition"":1.9660961232442633},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0014425136059187148,0.0014266435246311378],""R_cal_rad2"":[[4.45212832207368e-05,7.0740516202906035e-06],[7.0740516202906035e-06,6.41383761155839e-05]],""R_rank"":2,""R_condition"":1.5726512257188272},{""station_id"":""station_2"",""mu_cal_rad"":[0.0009523642806243985,0.0011723581802082952],""R_cal_rad2"":[[6.602602742189351e-05,1.441448726651476e-05],[1.441448726651476e-05,7.263241518585284e-05]],""R_rank"":2,""R_condition"":1.5422744080666675}]",calibration,False,orientation,0.0,0.2569046515733026,False,,,128,768,False,20260831,285938025,285938025,682591365,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.003273937500125612,1.0,0.0,3.982364999893146,2.922974810512354,6.9772041129236415,8.40876769196784,3.7240346607228494,6.608259128870589,1.4109560014787086,2.755664446984853,-0.26042581928391273,-0.35118037255744294,-0.18995481273257236,"[[9.132419065242374,6.090393302302026,3.5630515973276897],[6.090393302302026,4.6525609842400755,2.4886842086969723],[3.5630515973276897,2.4886842086969723,1.9701054561043339]]","[[10.756267108743295,7.500660507900694,4.448987258836808],[7.500660507900694,5.841667398852087,3.2621059922651443],[4.448987258836808,3.2621059922651443,2.4883356507505345]]",0.2237954013590419,0.8254669652518516,2.2296019931004984,6.533212332552513,0.96875,3,45.14970488148947,50.459970630981275,"[0.05537719584254257,1.8205265285317236,2.500261834970785]"
equilateral_scale_large__orientation_calibration_mismatch,equilateral_scale_large,orientation_calibration_mismatch,evaluation,3,"[""station_0"", ""station_1"", ""station_2""]",equilateral,aligned,50.0,"[122.87280664334877,86.03646545265691,50.0]",122.87280664334877,86.03646545265691,50.0,3.1622776601683795,3.0,1.0,9.932267300320595,19.550231351684154,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0014275628949862176,-9.032333159669517e-05],""R_cal_rad2"":[[4.162669925948351e-05,-1.1230694238441336e-05],[-1.1230694238441336e-05,7.037030550322027e-05]],""R_rank"":2,""R_condition"":1.9660961232442633},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0014425136059187148,0.0014266435246311378],""R_cal_rad2"":[[4.45212832207368e-05,7.0740516202906035e-06],[7.0740516202906035e-06,6.41383761155839e-05]],""R_rank"":2,""R_condition"":1.5726512257188272},{""station_id"":""station_2"",""mu_cal_rad"":[0.0009523642806243985,0.0011723581802082952],""R_cal_rad2"":[[6.602602742189351e-05,1.441448726651476e-05],[1.441448726651476e-05,7.263241518585284e-05]],""R_rank"":2,""R_condition"":1.5422744080666675}]",calibration,False,orientation,0.0,0.2569046515733026,False,,,256,1536,False,20260831,682591365,285938025,682591365,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.0032870234376787266,1.0,0.0,4.411287208619036,3.163436972048757,8.384987942020894,10.5143891376138,4.084368050756692,7.9601806560161865,1.6665510681896012,3.1868393229687797,-0.6759583940325496,-0.6467014119381135,-0.40613071543799617,"[[10.468841513494011,7.107173918341357,4.373674314100338],[7.107173918341357,5.400066315087596,3.13775472049551],[4.373674314100338,3.13775472049551,2.6226952080180412]]","[[10.60950039619882,7.395979589695158,4.3848331325745225],[7.395979589695158,5.762885226924088,3.2153126410123396],[4.3848331325745225,3.2153126410123396,2.455911543537128]]",0.034298421023131555,0.9821176537060089,2.547155376000228,8.62037965256476,0.92578125,3,44.70266961717923,52.378249753988555,"[0.05655799193582492,1.841384001628966,2.5297234831009394]"
equilateral_scale_large__bearing_covariance_mismatch,equilateral_scale_large,bearing_covariance_mismatch,calibration,3,"[""station_0"", ""station_1"", ""station_2""]",equilateral,aligned,50.0,"[122.87280664334877,86.03646545265691,50.0]",122.87280664334877,86.03646545265691,50.0,3.1622776601683795,3.0,1.0,9.932267300320595,19.550231351684154,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0014275628949862176,-9.032333159669517e-05],""R_cal_rad2"":[[4.162669925948351e-05,-1.1230694238441336e-05],[-1.1230694238441336e-05,7.037030550322027e-05]],""R_rank"":2,""R_condition"":1.9660961232442633},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0014425136059187148,0.0014266435246311378],""R_cal_rad2"":[[4.45212832207368e-05,7.0740516202906035e-06],[7.0740516202906035e-06,6.41383761155839e-05]],""R_rank"":2,""R_condition"":1.5726512257188272},{""station_id"":""station_2"",""mu_cal_rad"":[0.0009523642806243985,0.0011723581802082952],""R_cal_rad2"":[[6.602602742189351e-05,1.441448726651476e-05],[1.441448726651476e-05,7.263241518585284e-05]],""R_rank"":2,""R_condition"":1.5422744080666675}]",calibration,False,none,0.0,0.0,True,,,128,768,False,20260831,285938025,285938025,682591365,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.003234089062516432,1.0,0.0,4.090002484045535,3.062644900595175,7.856607257661517,8.72488947613974,3.826000351174714,7.481989543519874,1.4456284558314487,2.849802853633411,0.0785155126635283,0.055208979165025984,0.030744307562268036,"[[9.736505168640408,6.547685752489525,3.727689758397893],[6.547685752489525,5.007750297266766,2.5984470295467443],[3.727689758397893,2.5984470295467443,2.1053444231681353]]","[[3.4355154060572453,2.4148667405622395,1.4461307544210096],[2.4148667405622395,1.8848905104252287,1.0940434552391798],[1.4461307544210096,1.0940434552391798,2.6184551193872543]]",0.6270102769838346,2.122420308523435,4.346931584738639,20.84459635665459,0.703125,3,49.40574887566741,55.58072000069416,"[0.1642730814279025,0.5955614424442797,8.121116821349986]"
equilateral_scale_large__bearing_covariance_mismatch,equilateral_scale_large,bearing_covariance_mismatch,evaluation,3,"[""station_0"", ""station_1"", ""station_2""]",equilateral,aligned,50.0,"[122.87280664334877,86.03646545265691,50.0]",122.87280664334877,86.03646545265691,50.0,3.1622776601683795,3.0,1.0,9.932267300320595,19.550231351684154,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0014275628949862176,-9.032333159669517e-05],""R_cal_rad2"":[[4.162669925948351e-05,-1.1230694238441336e-05],[-1.1230694238441336e-05,7.037030550322027e-05]],""R_rank"":2,""R_condition"":1.9660961232442633},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0014425136059187148,0.0014266435246311378],""R_cal_rad2"":[[4.45212832207368e-05,7.0740516202906035e-06],[7.0740516202906035e-06,6.41383761155839e-05]],""R_rank"":2,""R_condition"":1.5726512257188272},{""station_id"":""station_2"",""mu_cal_rad"":[0.0009523642806243985,0.0011723581802082952],""R_cal_rad2"":[[6.602602742189351e-05,1.441448726651476e-05],[1.441448726651476e-05,7.263241518585284e-05]],""R_rank"":2,""R_condition"":1.5422744080666675}]",calibration,False,none,0.0,0.0,True,,,256,1536,False,20260831,682591365,285938025,682591365,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.003230623828130774,1.0,0.0,4.318315972866143,3.2020769200646284,8.146681206615003,10.967288179192314,4.002437946764951,7.770164443351963,1.621216618409406,3.10789867555396,-0.4016605835973621,-0.285356635254531,-0.2156508108347201,"[[10.493986611680496,7.06190692729495,4.308453480520689],[7.06190692729495,5.34463287971223,3.057081895172766],[4.308453480520689,3.057081895172766,2.591962906697443]]","[[3.3797461167670404,2.374823137146076,1.4215881501874779],[2.374823137146076,1.8546807691361598,1.0758870031344976],[1.4215881501874779,1.0758870031344976,2.5912258592590756]]",0.6603711475495749,2.3551495317095092,4.861293550018669,20.960900749392913,0.703125,3,48.94613407081398,57.86075499020364,"[0.1675824867950903,0.6012081570444784,8.202110938215991]"
equilateral_scale_large__one_erroneous_bearing,equilateral_scale_large,one_erroneous_bearing,calibration,3,"[""station_0"", ""station_1"", ""station_2""]",equilateral,aligned,50.0,"[122.87280664334877,86.03646545265691,50.0]",122.87280664334877,86.03646545265691,50.0,3.1622776601683795,3.0,1.0,9.932267300320595,19.550231351684154,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0014275628949862176,-9.032333159669517e-05],""R_cal_rad2"":[[4.162669925948351e-05,-1.1230694238441336e-05],[-1.1230694238441336e-05,7.037030550322027e-05]],""R_rank"":2,""R_condition"":1.9660961232442633},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0014425136059187148,0.0014266435246311378],""R_cal_rad2"":[[4.45212832207368e-05,7.0740516202906035e-06],[7.0740516202906035e-06,6.41383761155839e-05]],""R_rank"":2,""R_condition"":1.5726512257188272},{""station_id"":""station_2"",""mu_cal_rad"":[0.0009523642806243985,0.0011723581802082952],""R_cal_rad2"":[[6.602602742189351e-05,1.441448726651476e-05],[1.441448726651476e-05,7.263241518585284e-05]],""R_rank"":2,""R_condition"":1.5422744080666675}]",calibration,False,none,0.0,0.0,False,station_2,"[5.0,-2.0]",128,768,False,20260831,285938025,285938025,682591365,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.0031805617186364543,1.0,0.0,3.978659174666766,3.1883179779245516,7.448291520177351,8.113496828561082,3.722121321834718,7.029170736027914,1.4055396450130468,2.7586903577540163,0.0743164239765427,0.052056819391189446,0.03027524440302709,"[[9.241574619394475,6.169036777463823,3.605296087933921],[6.169036777463823,4.713402933879319,2.5194575817413685],[3.605296087933921,2.5194575817413685,1.9901733324394215]]","[[10.924102583424649,7.630455842909347,4.524823568826451],[7.630455842909347,5.9464910391848615,3.321823655037662],[4.524823568826451,3.321823655037662,2.527061003937431]]",0.22917071252023033,0.8220143719793448,2.22852372890993,6.534307783254614,0.96875,3,45.55338414757463,50.93044657893236,"[0.05445983184892988,1.8080120024355426,2.480827750940832]"
equilateral_scale_large__one_erroneous_bearing,equilateral_scale_large,one_erroneous_bearing,evaluation,3,"[""station_0"", ""station_1"", ""station_2""]",equilateral,aligned,50.0,"[122.87280664334877,86.03646545265691,50.0]",122.87280664334877,86.03646545265691,50.0,3.1622776601683795,3.0,1.0,9.932267300320595,19.550231351684154,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0014275628949862176,-9.032333159669517e-05],""R_cal_rad2"":[[4.162669925948351e-05,-1.1230694238441336e-05],[-1.1230694238441336e-05,7.037030550322027e-05]],""R_rank"":2,""R_condition"":1.9660961232442633},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0014425136059187148,0.0014266435246311378],""R_cal_rad2"":[[4.45212832207368e-05,7.0740516202906035e-06],[7.0740516202906035e-06,6.41383761155839e-05]],""R_rank"":2,""R_condition"":1.5726512257188272},{""station_id"":""station_2"",""mu_cal_rad"":[0.0009523642806243985,0.0011723581802082952],""R_cal_rad2"":[[6.602602742189351e-05,1.441448726651476e-05],[1.441448726651476e-05,7.263241518585284e-05]],""R_rank"":2,""R_condition"":1.5422744080666675}]",calibration,False,none,0.0,0.0,False,station_2,"[5.0,-2.0]",256,1536,False,20260831,682591365,285938025,682591365,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.003541325390642669,1.0,0.0,44.90430671314594,43.87972476819795,57.03045409441793,61.91987183237082,43.4997074102611,55.29778712101226,11.143258796687784,15.019991933018787,31.729639667121237,28.986402105090214,10.870539434265453,"[[29.10832952577986,21.123839941020552,11.728895795265865],[21.123839941020552,16.312098395782026,8.784371039440423],[11.728895795265865,8.784371039440423,6.027132504384491]]","[[29.979280613002558,22.293406138450617,11.95813805605726],[22.293406138450617,17.618965238606965,9.151482384101893],[11.95813805605726,9.151482384101893,5.824814711998047]]",0.047675355918823124,0.9630215843716202,71.50784952534943,90.30188727652397,0.0,3,78.06225199369648,95.78201807129332,"[0.01961053621645406,1.110346770200037,1.5307071542402788]"
elongated_mid__ideal_three,elongated_mid,ideal_three,calibration,3,"[""station_0"", ""station_1"", ""station_2""]",elongated,aligned,20.0,"[49.14912265733951,34.41458618106276,20.0]",49.14912265733951,34.41458618106276,20.0,3.162277660168379,3.0,1.0,5.623858771472359,11.099535862756639,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0015815598414295764,-0.001323959233566068],""R_cal_rad2"":[[3.919047234460653e-05,-1.5973995445337865e-05],[-1.5973995445337865e-05,9.495284101727398e-05]],""R_rank"":2,""R_condition"":2.8393940460029663},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0011576562177335842,-0.00012640269302191054],""R_cal_rad2"":[[4.5136319035593e-05,1.1639657045075218e-05],[1.1639657045075218e-05,8.001907030779688e-05]],""R_rank"":2,""R_condition"":2.00788717169344},{""station_id"":""station_2"",""mu_cal_rad"":[0.0013648202470032719,0.0006880784120984542],""R_cal_rad2"":[[4.2214497428465164e-05,3.843032890287187e-06],[3.843032890287187e-06,6.573781518958834e-05]],""R_rank"":2,""R_condition"":1.5948469139905987}]",calibration,False,none,0.0,0.0,False,,,128,768,False,20260831,2124078988,2124078988,3312989803,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.00325232343720927,1.0,0.0,2.9881903234170832,1.872228982427753,6.038048691392519,8.755540027799887,2.8218910721881594,5.741935098312592,0.9829609278441607,1.9775355808820723,0.10558980386688355,0.07481988252420904,0.043002613465981804,"[[5.264975025877054,3.7447987867801156,2.154050635627054],[3.7447987867801156,2.7439164404976557,1.5432685049079313],[2.154050635627054,1.5432685049079313,0.9719563700443196]]","[[5.524205349742286,3.9181017076273426,2.229309358144956],[3.9181017076273426,2.8600454610826915,1.6004982047713265],[2.229309358144956,1.6004982047713265,1.013298758008508]]",0.045257079026019345,0.9556584693315769,2.125046402564802,8.2550978290187,0.9375,3,171.30833678271216,217.82344485513934,"[0.10986164932655361,10.198831790477067,18.78050225507228]"
elongated_mid__ideal_three,elongated_mid,ideal_three,evaluation,3,"[""station_0"", ""station_1"", ""station_2""]",elongated,aligned,20.0,"[49.14912265733951,34.41458618106276,20.0]",49.14912265733951,34.41458618106276,20.0,3.162277660168379,3.0,1.0,5.623858771472359,11.099535862756639,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0015815598414295764,-0.001323959233566068],""R_cal_rad2"":[[3.919047234460653e-05,-1.5973995445337865e-05],[-1.5973995445337865e-05,9.495284101727398e-05]],""R_rank"":2,""R_condition"":2.8393940460029663},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0011576562177335842,-0.00012640269302191054],""R_cal_rad2"":[[4.5136319035593e-05,1.1639657045075218e-05],[1.1639657045075218e-05,8.001907030779688e-05]],""R_rank"":2,""R_condition"":2.00788717169344},{""station_id"":""station_2"",""mu_cal_rad"":[0.0013648202470032719,0.0006880784120984542],""R_cal_rad2"":[[4.2214497428465164e-05,3.843032890287187e-06],[3.843032890287187e-06,6.573781518958834e-05]],""R_rank"":2,""R_condition"":1.5948469139905987}]",calibration,False,none,0.0,0.0,False,,,256,1536,False,20260831,3312989803,2124078988,3312989803,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.0035883484376881825,1.0,0.0,3.131055080892506,1.9907774268645733,6.392296720871687,8.978640999149855,2.950170768007825,6.0109755786161605,1.0488080659371841,2.0537368103602125,-0.2910763422188864,-0.2222379787898582,-0.08200024270259966,"[[5.690021209257336,3.999271658221326,2.337674644388736],[3.999271658221326,2.9129766553430128,1.6683940668610335],[2.337674644388736,1.6683940668610335,1.0975616696436576]]","[[5.356195142466148,3.7977563132638195,2.1662850323330827],[3.7977563132638195,2.772596900628218,1.555097579219043],[2.1662850323330827,1.555097579219043,0.9881413552451928]]",0.05839303904639539,1.0640156191127539,2.649023807301877,10.588392391821912,0.88671875,3,168.11705141599316,229.8516830889987,"[0.11419163162724436,10.403645254958914,19.14058468576676]"
elongated_mid__ideal_two,elongated_mid,ideal_two,calibration,2,"[""station_0"", ""station_1""]",elongated,aligned,20.0,"[49.14912265733951,34.41458618106276,20.0]",49.14912265733951,34.41458618106276,20.0,3.162277660168379,3.0,1.0,5.623858771472359,11.099535862756639,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0015815598414295764,-0.001323959233566068],""R_cal_rad2"":[[3.919047234460653e-05,-1.5973995445337865e-05],[-1.5973995445337865e-05,9.495284101727398e-05]],""R_rank"":2,""R_condition"":2.8393940460029663},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0011576562177335842,-0.00012640269302191054],""R_cal_rad2"":[[4.5136319035593e-05,1.1639657045075218e-05],[1.1639657045075218e-05,8.001907030779688e-05]],""R_rank"":2,""R_condition"":2.00788717169344}]",calibration,False,none,0.0,0.0,False,,,128,512,False,20260831,2124078988,2124078988,3312989803,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.003271289844178682,1.0,0.0,3.1816328345026927,2.1304711635472326,7.058149542112436,9.102359234388222,3.016905260565876,6.771432686644679,1.0104801543600859,1.9623146583735864,0.11350348906068691,0.08176094028038333,0.043240017521057245,"[[5.904147704377655,4.290674947209745,2.2486755820498803],[4.290674947209745,3.249514741324966,1.6597628198291963],[2.2486755820498803,1.6597628198291963,1.0272256435808371]]","[[6.0851761433834,4.4069567826915765,2.2806868447407194],[4.4069567826915765,3.321813692259916,1.6783304938040962],[2.2806868447407194,1.6783304938040962,1.0499496484583775]]",0.02627644569539415,0.9736011291604075,1.9806972663402984,7.561893620509507,0.953125,3,119.12333770494459,151.9221244860908,"[0.09956431113504849,5.807767135385482,11.867413274267008]"
elongated_mid__ideal_two,elongated_mid,ideal_two,evaluation,2,"[""station_0"", ""station_1""]",elongated,aligned,20.0,"[49.14912265733951,34.41458618106276,20.0]",49.14912265733951,34.41458618106276,20.0,3.162277660168379,3.0,1.0,5.623858771472359,11.099535862756639,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0015815598414295764,-0.001323959233566068],""R_cal_rad2"":[[3.919047234460653e-05,-1.5973995445337865e-05],[-1.5973995445337865e-05,9.495284101727398e-05]],""R_rank"":2,""R_condition"":2.8393940460029663},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0011576562177335842,-0.00012640269302191054],""R_cal_rad2"":[[4.5136319035593e-05,1.1639657045075218e-05],[1.1639657045075218e-05,8.001907030779688e-05]],""R_rank"":2,""R_condition"":2.00788717169344}]",calibration,False,none,0.0,0.0,False,,,256,1024,False,20260831,3312989803,2124078988,3312989803,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.0024539332032418315,1.0,0.0,3.2732150765303616,1.9977012669777978,6.687753791285736,8.42206135804703,3.104028337888479,6.48265474489449,1.038722780539133,2.1453793644114905,-0.24531750252234447,-0.16560116595210095,-0.05942735675724753,"[[6.326790698853303,4.44895846239085,2.3414420395901723],[4.44895846239085,3.2580375356439193,1.674182186113372],[2.3414420395901723,1.674182186113372,1.0796307115467751]]","[[5.919854674823995,4.289147121030772,2.2229223211940483],[4.289147121030772,3.236223088433399,1.6370039076502156],[2.2229223211940483,1.6370039076502156,1.0274332826227837]]",0.04819086465667004,1.0472281021738954,2.4521958458793867,9.321134850875957,0.9140625,3,117.56309408282577,161.36476602723957,"[0.10239628927776583,5.893046708282008,12.04025548255389]"
