event_id,station_id,frame_index,estimator_variant,processing_time_s,reception_center_timestamp_s,true_emission_time_s_evaluator_only,update_motion_phase_evaluator_only,update_applied,failure_reason,pre_update_nis,truth_used_by_tracker,split,source_model_comparison,paired_recording_id,paired_session_id,paired_origin_asset_id,snr_db,trajectory_kind,sequence_seed,duration_s,frame_length_samples,hop_length_samples,tracker_frame_stride,batch_optimization_budget,qc_alpha_m2_s3,calibration_source_model,calibration_selection_keys,result_scope
s8-independent-evaluation-random_broadband-0-0|S0|256|equal_weight_srp_phat,S0,256,equal_weight_srp_phat,3.2619791666666664,3.2413229166666664,2.9181799061066336,during_manoeuvre,True,,5.6922983177880075,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,-6.0,constant_velocity,7051807767926021858,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-0|S1|256|equal_weight_srp_phat,S1,256,equal_weight_srp_phat,3.2769791666666666,3.2413229166666664,3.0630359722794576,during_manoeuvre,True,,2.662352446423466,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,-6.0,constant_velocity,7051807767926021858,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-0|S2|256|equal_weight_srp_phat,S2,256,equal_weight_srp_phat,3.2919791666666662,3.2413229166666664,2.9415888198042115,during_manoeuvre,True,,0.45780279742804014,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,-6.0,constant_velocity,7051807767926021858,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-0|S0|320|equal_weight_srp_phat,S0,320,equal_weight_srp_phat,3.944645833333333,3.9239895833333334,3.5907254959023938,after_manoeuvre,True,,3.901414551008271,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,-6.0,constant_velocity,7051807767926021858,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-0|S1|320|equal_weight_srp_phat,S1,320,equal_weight_srp_phat,3.959645833333333,3.9239895833333334,3.749583261446774,after_manoeuvre,True,,0.6071828377426524,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,-6.0,constant_velocity,7051807767926021858,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-0|S2|320|equal_weight_srp_phat,S2,320,equal_weight_srp_phat,3.9746458333333328,3.9239895833333334,3.609727334656298,after_manoeuvre,True,,0.0006356757491163891,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,-6.0,constant_velocity,7051807767926021858,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-0|S0|384|equal_weight_srp_phat,S0,384,equal_weight_srp_phat,4.6273124999999995,4.60665625,4.262900903664951,after_manoeuvre,True,,1.2749752207832872,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,-6.0,constant_velocity,7051807767926021858,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-0|S1|384|equal_weight_srp_phat,S1,384,equal_weight_srp_phat,4.642312499999999,4.60665625,4.434804830076211,after_manoeuvre,True,,2.724684816793918,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,-6.0,constant_velocity,7051807767926021858,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-0|S2|384|equal_weight_srp_phat,S2,384,equal_weight_srp_phat,4.6573125,4.60665625,4.277813629241295,after_manoeuvre,True,,4.843383341592191,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,-6.0,constant_velocity,7051807767926021858,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S1|192|all_6_equal_gcc_wls,S1,192,all_6_equal_gcc_wls,2.5943125,2.5586562500000003,2.375240110555998,before_manoeuvre,False,emission_outside_history,nan,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S2|192|all_6_equal_gcc_wls,S2,192,all_6_equal_gcc_wls,2.6093124999999997,2.5586562500000003,2.2733900908577027,before_manoeuvre,False,emission_outside_history,nan,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S0|256|all_6_equal_gcc_wls,S0,256,all_6_equal_gcc_wls,3.2619791666666664,3.2413229166666664,2.9181799061066336,during_manoeuvre,True,,0.02503561242093715,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S1|256|all_6_equal_gcc_wls,S1,256,all_6_equal_gcc_wls,3.2769791666666666,3.2413229166666664,3.0630359722794576,during_manoeuvre,True,,0.0496122002749511,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S2|256|all_6_equal_gcc_wls,S2,256,all_6_equal_gcc_wls,3.2919791666666662,3.2413229166666664,2.9415888198042115,during_manoeuvre,True,,0.08959698030159835,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S0|320|all_6_equal_gcc_wls,S0,320,all_6_equal_gcc_wls,3.944645833333333,3.9239895833333334,3.5907254959023938,after_manoeuvre,True,,0.06056218373727615,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S1|320|all_6_equal_gcc_wls,S1,320,all_6_equal_gcc_wls,3.959645833333333,3.9239895833333334,3.749583261446774,after_manoeuvre,True,,0.034983674676094464,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S2|320|all_6_equal_gcc_wls,S2,320,all_6_equal_gcc_wls,3.9746458333333328,3.9239895833333334,3.609727334656298,after_manoeuvre,True,,0.0629153153357805,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S0|384|all_6_equal_gcc_wls,S0,384,all_6_equal_gcc_wls,4.6273124999999995,4.60665625,4.262900903664951,after_manoeuvre,True,,0.1310483297504432,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S1|384|all_6_equal_gcc_wls,S1,384,all_6_equal_gcc_wls,4.642312499999999,4.60665625,4.434804830076211,after_manoeuvre,True,,0.009583787791949051,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S2|384|all_6_equal_gcc_wls,S2,384,all_6_equal_gcc_wls,4.6573125,4.60665625,4.277813629241295,after_manoeuvre,True,,0.010421176112202946,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S1|192|equal_weight_srp_phat,S1,192,equal_weight_srp_phat,2.5943125,2.5586562500000003,2.375240110555998,before_manoeuvre,False,emission_outside_history,nan,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S2|192|equal_weight_srp_phat,S2,192,equal_weight_srp_phat,2.6093124999999997,2.5586562500000003,2.2733900908577027,before_manoeuvre,False,emission_outside_history,nan,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S0|256|equal_weight_srp_phat,S0,256,equal_weight_srp_phat,3.2619791666666664,3.2413229166666664,2.9181799061066336,during_manoeuvre,True,,0.025925116836450237,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S1|256|equal_weight_srp_phat,S1,256,equal_weight_srp_phat,3.2769791666666666,3.2413229166666664,3.0630359722794576,during_manoeuvre,True,,0.05132844656755281,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S2|256|equal_weight_srp_phat,S2,256,equal_weight_srp_phat,3.2919791666666662,3.2413229166666664,2.9415888198042115,during_manoeuvre,True,,0.08284878211859546,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S0|320|equal_weight_srp_phat,S0,320,equal_weight_srp_phat,3.944645833333333,3.9239895833333334,3.5907254959023938,after_manoeuvre,True,,0.06002292345331928,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S1|320|equal_weight_srp_phat,S1,320,equal_weight_srp_phat,3.959645833333333,3.9239895833333334,3.749583261446774,after_manoeuvre,True,,0.03581221980788857,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S2|320|equal_weight_srp_phat,S2,320,equal_weight_srp_phat,3.9746458333333328,3.9239895833333334,3.609727334656298,after_manoeuvre,True,,0.05921738348689032,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S0|384|equal_weight_srp_phat,S0,384,equal_weight_srp_phat,4.6273124999999995,4.60665625,4.262900903664951,after_manoeuvre,True,,0.1250836204585536,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S1|384|equal_weight_srp_phat,S1,384,equal_weight_srp_phat,4.642312499999999,4.60665625,4.434804830076211,after_manoeuvre,True,,0.008607522503722508,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-random_broadband-0-1|S2|384|equal_weight_srp_phat,S2,384,equal_weight_srp_phat,4.6573125,4.60665625,4.277813629241295,after_manoeuvre,True,,0.010077446693876963,False,evaluation,random_broadband,freesound-383904-simeonradivoev-mini-quadcopter,simeonradivoev-mini-quadcopter-raw-speed-takes,freesound:383904,10.0,constant_velocity,14189773874213735854,4.5,1024,512,64,4,1.0,random_broadband,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-recorded_source_approximation-1-0|S1|192|all_6_equal_gcc_wls,S1,192,all_6_equal_gcc_wls,2.5943125,2.5586562500000003,2.376107083767783,before_manoeuvre,False,emission_outside_history,nan,False,evaluation,recorded_source_approximation,freesound-321687-n-audioman-drone-takeoff,n-audioman-quadcopter-takeoff-hover-distance,freesound:321687,-6.0,constant_velocity,18090356658712458261,4.5,1024,512,64,4,1.0,recorded_source_approximation,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-recorded_source_approximation-1-0|S2|192|all_6_equal_gcc_wls,S2,192,all_6_equal_gcc_wls,2.6093124999999997,2.5586562500000003,2.2710208877541582,before_manoeuvre,False,emission_outside_history,nan,False,evaluation,recorded_source_approximation,freesound-321687-n-audioman-drone-takeoff,n-audioman-quadcopter-takeoff-hover-distance,freesound:321687,-6.0,constant_velocity,18090356658712458261,4.5,1024,512,64,4,1.0,recorded_source_approximation,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-recorded_source_approximation-1-0|S0|256|all_6_equal_gcc_wls,S0,256,all_6_equal_gcc_wls,3.2619791666666664,3.2413229166666664,2.9167252624846167,during_manoeuvre,True,,0.022274847182290943,False,evaluation,recorded_source_approximation,freesound-321687-n-audioman-drone-takeoff,n-audioman-quadcopter-takeoff-hover-distance,freesound:321687,-6.0,constant_velocity,18090356658712458261,4.5,1024,512,64,4,1.0,recorded_source_approximation,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-recorded_source_approximation-1-0|S1|256|all_6_equal_gcc_wls,S1,256,all_6_equal_gcc_wls,3.2769791666666666,3.2413229166666664,3.063711830133657,during_manoeuvre,True,,0.021809670105416037,False,evaluation,recorded_source_approximation,freesound-321687-n-audioman-drone-takeoff,n-audioman-quadcopter-takeoff-hover-distance,freesound:321687,-6.0,constant_velocity,18090356658712458261,4.5,1024,512,64,4,1.0,recorded_source_approximation,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-recorded_source_approximation-1-0|S2|256|all_6_equal_gcc_wls,S2,256,all_6_equal_gcc_wls,3.2919791666666662,3.2413229166666664,2.9392141506737968,during_manoeuvre,True,,0.012536332263044549,False,evaluation,recorded_source_approximation,freesound-321687-n-audioman-drone-takeoff,n-audioman-quadcopter-takeoff-hover-distance,freesound:321687,-6.0,constant_velocity,18090356658712458261,4.5,1024,512,64,4,1.0,recorded_source_approximation,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-recorded_source_approximation-1-0|S0|320|all_6_equal_gcc_wls,S0,320,all_6_equal_gcc_wls,3.944645833333333,3.9239895833333334,3.5892067452001575,after_manoeuvre,True,,0.049935679538296605,False,evaluation,recorded_source_approximation,freesound-321687-n-audioman-drone-takeoff,n-audioman-quadcopter-takeoff-hover-distance,freesound:321687,-6.0,constant_velocity,18090356658712458261,4.5,1024,512,64,4,1.0,recorded_source_approximation,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-recorded_source_approximation-1-0|S1|320|all_6_equal_gcc_wls,S1,320,all_6_equal_gcc_wls,3.959645833333333,3.9239895833333334,3.7500545737633963,after_manoeuvre,True,,0.4120413149170428,False,evaluation,recorded_source_approximation,freesound-321687-n-audioman-drone-takeoff,n-audioman-quadcopter-takeoff-hover-distance,freesound:321687,-6.0,constant_velocity,18090356658712458261,4.5,1024,512,64,4,1.0,recorded_source_approximation,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-recorded_source_approximation-1-0|S2|320|all_6_equal_gcc_wls,S2,320,all_6_equal_gcc_wls,3.9746458333333328,3.9239895833333334,3.607348152985948,after_manoeuvre,True,,0.09098823034064668,False,evaluation,recorded_source_approximation,freesound-321687-n-audioman-drone-takeoff,n-audioman-quadcopter-takeoff-hover-distance,freesound:321687,-6.0,constant_velocity,18090356658712458261,4.5,1024,512,64,4,1.0,recorded_source_approximation,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
s8-independent-evaluation-recorded_source_approximation-1-0|S0|384|all_6_equal_gcc_wls,S0,384,all_6_equal_gcc_wls,4.6273124999999995,4.60665625,4.261323609452236,after_manoeuvre,True,,1.2132895525162426,False,evaluation,recorded_source_approximation,freesound-321687-n-audioman-drone-takeoff,n-audioman-quadcopter-takeoff-hover-distance,freesound:321687,-6.0,constant_velocity,18090356658712458261,4.5,1024,512,64,4,1.0,recorded_source_approximation,station_id|estimator_variant|source_model,held_out_independent_recording_tracking_feasibility
